# BJD           FLUX       E_FLUX    
  8489.036794   0.999508   0.001617  
  8489.057607   1.000603   0.001616  
  8489.078481   0.999199   0.001616  
  8489.099294   0.998594   0.001616  
  8489.120107   0.998943   0.001617  
  8489.140982   0.998189   0.001615  
  8489.161795   0.992801   0.001614  
  8489.182608   0.991965   0.001611  
  8489.203482   0.989429   0.001611  
  8489.224295   0.981114   0.001605  
  8489.245108   0.97743    0.001605  
  8489.265983   0.970435   0.0016    
  8489.286796   0.967206   0.0016    
  8489.307609   0.961451   0.001599  
  8489.328483   0.950173   0.001593  
  8489.349296   0.924497   0.001578  
  8489.37011    0.755395   0.001493  
  8489.390984   0.671099   0.00145   
  8489.411797   0.824591   0.001529  
  8489.43261    0.946597   0.001591  
  8489.453484   0.95762    0.001596  
  8489.474297   0.965557   0.001599  
  8489.495111   0.971371   0.001602  
  8489.515985   0.975717   0.001604  
  8489.536798   0.981867   0.001605  
  8489.557611   0.984192   0.001608  
  8489.578485   0.999294   0.001614  
  8489.599298   0.996362   0.001613  
  8489.620111   0.998186   0.001614  
  8489.640986   0.999882   0.001614  
  8489.661799   0.999748   0.001616  
  8489.682612   0.995543   0.001614  
  8489.703486   1.000503   0.001619  
  8489.724299   1.0004     0.001617  
  8489.745112   1.002367   0.001618  
  8489.765987   1.001019   0.001614  
  8489.7868     0.948668   0.00159   
  8489.807613   0.835733   0.001535  
  8489.828487   0.843822   0.001538  
  8489.8493     0.955279   0.001592  
  8489.870113   1.001311   0.001614  
  8489.890987   0.998348   0.001615  
  8489.911801   0.999863   0.001616  
  8489.932614   1.002949   0.00162   
  8489.953488   1.004059   0.001618  
  8489.974301   1.002439   0.001619  
  8489.995114   1.002014   0.001618  
  8490.015988   0.995963   0.001616  
  8490.036802   0.992224   0.001614  
